Santa Barbara Business College,California,Suburban setting,Not set,Not set,Business - General|Medical Office Assistant|Pharmacy Assistance|Paralegal/Legal Assistance|Criminal Justice Studies
City College: Casselberry,Florida,Suburban setting,Not set,12375,Business Administration/Management|Marketing Management|Computer/Information Sciences - General|Health Services - General|Security Services Management
Nebraska Methodist College of Nursing and Allied Health,Nebraska,Suburban setting,657,15000,Cardiovascular Technology|Diagnostic Medical Sonography|Medical Assistance|Nursing (RN)|Nursing Assistance|Physical Therapy Assistance|Radiologic Technology/Medical Imaging|Respiratory Therapy|Surgical Technology
Eastfield College,Texas,Suburban setting,12403,1350,Accounting|Business Administration/Management|E-Commerce|Executive Assistant|Information Processing/Data Entry|Management Information Systems|Office Management|Reception|Desktop Publishing|Graphic/Printing Equipment Operation|Computer Networking/Telecommunications|Computer Programming - General|Computer Programming - Specific Applications|Computer Science|Computer/Information Sciences - General|Computer/Systems Security|Data Processing Technology|Web/Multimedia Design|Architectural Drafting|Drafting and Design Technology|Electrical Engineering Technologies|Electrical/Electronics Drafting|Telecommunications|Child Care Management|Child Care Service|Child Development|Substance Abuse Counseling|Liberal Arts & Sciences|Auto Body Repair|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Social Work|Criminal Justice Studies
El Paso Community College,Texas,Urban setting,30723,2088,Women's Studies|Art - General|Arts Management|Commercial Photography|Commercial/Advertising Art|Drama/Theater Arts|Fashion Design|Film Production/Cinematography|Fine/Studio Arts|Interior Design|Music - General|Photography|Biology|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Fashion Merchandising|Finance/Banking|Hospitality/Recreation Marketing|Information Processing/Data Entry|International Business|Management Science|Office Clerical Services|Operations Management|Real Estate|Tourism/Travel Services|Travel/Tourism Management|Communications/Rhetoric|Journalism|Communications Technologies - General|Computer Programming - General|Computer Science|Computer Systems Analysis|Computer/Information Sciences - General|Data Processing Technology|Information Sciences/Systems|Elementary Education|Physical Education|Secondary Education|Special Education|Technology/Industrial Arts Education|Engineering - General|Drafting and Design Technology|Electrical Engineering Technologies|English Language & Literature - General|Rhetoric and Composition|Child Care Management|Human Development/Family Studies|Institutional Food Production|Foreign Language & Literature - General|Sign Language Interpretation|Clinical/Medical Laboratory Technology|Dental Assistance|Dental Hygiene|Emergency Medical Technology|Medical Administrative Assistance|Medical Assistance|Medical Dietetics|Medical Laboratory Assistance|Medical Radiologic Technology|Medical Records Technology|Mental Health Services Technology|Nursing (RN)|Nursing - Practical|Nursing Assistance|Opticianry/Opthalmic Dispensing Services|Pharmacy Assistance|Physical Therapy Assistance|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|Respiratory Therapy|Substance Abuse Counseling|Surgical Technology|History - General|Court Reporting|Legal Administrative Assistance|Paralegal/Legal Assistance|Liberal Arts & Sciences|Mathematics - General|Automotive Technology|Electrical/Electronics Equipment Repair|Heating/A.C./Refrigeration Mechanics|Health/Physical Fitness|Culinary Arts/Related Services|Chemistry|Geology|Physics|Psychology - General|Corrections|Criminal Justice Studies|Fire Protection/Safety Technology|Political Science/Government|Social Sciences - General|Sociology
Texas A&M University-Texarkana,Texas,Suburban setting,1301,5167,Biology|Accounting|Business - General|Business Administration/Management|Finance/Banking|Human Resources Management|International Business|Management Information Systems|Marketing Management|Mass Communications/Media Studies|Computer/Information Sciences - General|Electrical/Communications Engineering|English Language & Literature - General|Nursing (RN)|History - General|General Studies|Mathematics - General|Psychology - General|Criminal Justice Studies|Political Science/Government
East Arkansas Community College,Arkansas,Rural setting,Not set,2340,"Agriculture - General|Administrative/Secretarial Services|Business Administration/Management|Entrepreneurial Studies|Finance/Banking|Hospitality Administration/Management|Hotel/Motel Management|Management Information Systems|Office Clerical Services|Office Management|Operations Management|Artificial Intelligence/Robotics|Computer Networking/Telecommunications|System Administration|Web/Multimedia Design|Junior High Education|Teacher Education, Multiple Levels|CAD/CADD Drafting/Design|Electrical Engineering Technologies|Engineering Technology - General|Environmental Engineering Technology|Manufacturing Technologies|Quality Control|Child Care Management|Emergency Medical Technology|Health Services - General|Medical Assistance|Medical Radiologic Technology|Medication Aide|Nursing (RN)|Occupational Therapy Assistance|General Studies|Liberal Arts & Sciences|Industrial Electronics|Industrial Equipment Maintenance/Repair|Police Science|Cartography/GIS"
Faith Baptist Bible College and Theological Seminary,Iowa,Suburban setting,302,14478,Administrative/Secretarial Services|Elementary Education|English Teacher Education|Junior High Education|Music Teacher Education|Secondary Education|Bible Studies|Missionary Studies|Religious Education|Religious/Sacred Music|Theology
Fontbonne University,Missouri,Suburban setting,1499,21220,Art - General|Drama/Theater Arts|Fine/Studio Arts|Biology|Business Administration/Management|Organizational Behavior Studies|Advertising|Communications/Rhetoric|Computer/Information Sciences - General|Web/Multimedia Design|Early Childhood Education|Education of Deaf/Hearing Impaired|Elementary Education|Family/Consumer Sciences - Education|Junior High Education|Special Education|English Language & Literature - General|Clothing/Apparel/Textile Studies|Medical Dietetics|Speech-Language Pathology|History - General|Prelaw|General Studies|Liberal Arts & Sciences|Mathematics - General|Sport/Fitness Administration|Psychology - General|Human Services|Social Work|Sociology
Iowa Central Community College,Iowa,Rural setting,Not set,4200,Agribusiness Operations|Turf Management|Accounting|Administrative/Secretarial Services|Business Administration/Management|Logistics/Materials Management|Operations Management|Communications Technologies - General|Desktop Publishing|Radio/Television Broadcasting|Computer Networking/Telecommunications|Web/Multimedia Design|Web/Multimedia Management|Carpentry|Construction Trades - General|Electrical Engineering Technologies|Energy Systems|Manufacturing Technologies|Mechanical Drafting|Clinical/Medical Laboratory Technology|Emergency Medical Technology|Medical Assistance|Medical Radiologic Technology|Medical Transcription|Nursing (RN)|Nursing - Practical|Occupational Therapy Assistance|Physical Therapy Assistance|Premedicine|Prepharmacy|Preveterinary Medicine|Radiologic Technology/Medical Imaging|Prelaw|General Studies|Liberal Arts & Sciences|Auto Body Repair|Automotive Technology|Diesel Mechanics|Industrial Electronics|Industrial Equipment Maintenance/Repair|Cosmetology|Culinary Arts/Related Services|Machine Tool Technology|Welding Technology|Social Work|Chemical Technology|Fire Science/Firefighting|Police Science|Air Transportation
Fort Hays State University,Kansas,Rural setting,11158,4082,Agricultural Business|Art - General|Music - General|Biology|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Marketing Management|Marketing Research|Office Management|Communications/Rhetoric|Computer/Information Sciences - General|Business Teacher Education|Elementary Education|Music Teacher Education|Physical Education|Technology/Industrial Arts Education|Trade/Industrial Education|English Language & Literature - General|Foreign Language & Literature - General|Diagnostic Medical Sonography|Medical Radiologic Technology|Physical Therapy Assistance|History - General|Mathematics - General|Biological/Physical Sciences|Philosophy|Chemistry|Geology|Physics|Psychology - General|Social Work|Criminal Justice Studies|Economics|Political Science/Government|Sociology
Fort Scott Community College,Kansas,Rural setting,Not set,2430,Agricultural Business|Agricultural Mechanization|Administrative/Secretarial Services|Business - General|Business Administration/Management|Management Information Systems|Communications/Rhetoric|Public Relations|Graphic/Printing Equipment Operation|Computer/Information Sciences - General|Carpentry|Masonry/Tile Setting|Education - General|Nursing - Practical|History - General|Liberal Arts & Sciences|Motorcycle Maintenance/Repair|Natural Resources & Conservation - General|Law Enforcement Administration|Truck/Bus/Commercial Vehicle Operation
Jefferson College,Missouri,"Rural community (under 2,500)",6079,2700,Administrative/Secretarial Services|Business - General|Office Clerical Services|Computer/Information Sciences - General|Computer/Systems Security|Early Childhood Education|Secondary Education|Engineering - General|Architectural Drafting|Drafting and Design Technology|Electrical Engineering Technologies|Child Care Management|Emergency Medical Technology|Medical Administrative Assistance|Nursing (RN)|Nursing - Practical|Veterinarian Assistance|Legal Administrative Assistance|Liberal Arts & Sciences|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Culinary Arts/Chef Training|Culinary Arts/Related Services|Food Prep/Professional Cooking|Food Service|Restaurant/Catering Management|Machine Tool Technology|Welding Technology|Fire Protection/Safety Technology|Law Enforcement Administration|Police Science
John Brown University,Arkansas,Suburban setting,1551,20766,Graphic Design|Illustration|Music - General|Music - General Performance|Photography|Biochemistry|Biology|Accounting|Business Administration/Management|Construction Management|International Business|Management Information Systems|Marketing Management|Broadcast Journalism|Communications/Rhetoric|Digital Communications/Multimedia|Journalism|Public Relations|Radio/Television|Early Childhood Education|English Teacher Education|Junior High Education|Mathematics Education|Music Teacher Education|Social Studies Teacher Education|Engineering - General|Electromechanical Technologies|English Language & Literature - General|Family/Community Services|Spanish|Athletic Training/Sports Medicine|History - General|General Studies|Mathematics - General|Global Studies|Environmental Science|Exercise Sciences|Sport/Fitness Administration|Chemistry|Psychology - General|Political Science/Government|Missionary Studies|Religious/Sacred Music|Theology|Youth Ministry
Missouri Southern State University,"Extension courses offered in Lamar, Monett, Nevada (evening only), limited weekend courses. Television and online courses offered.",Rural setting,5536,5386,"Drama/Theater Arts|Fine/Studio Arts|Music - General|Bacteriology|Biochemistry|Biology|Biotechnology|Conservation Biology|Ecology|Genetics|Marine/Aquatic Biology|Accounting|Business - General|Finance/Banking|Financial Planning|International Business|Management Science|Marketing Management|Operations Management|Communications/Rhetoric|Mass Communications/Media Studies|Computer Networking/Telecommunications|Computer Programming - General|Computer Science|Computer Systems Analysis|Computer/Information Sciences - General|Information Sciences/Systems|Web/Multimedia Management|Art Teacher Education|Biology Teacher Education|Business Teacher Education|Chemistry Teacher Education|ESL Teacher Education|Early Childhood Education|Education - General|Elementary Education|English Teacher Education|Foreign Language Teacher Education|French Teacher Education|German Teacher Education|Health Teacher Education|History Teacher Education|Junior High Education|Mathematics Education|Music Teacher Education|Physical Education|Physics Teacher Education|Reading Teacher Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Spanish Language Teacher Education|Special Education|Speech Teacher Education|Teacher Education, Multiple Levels|Technology/Industrial Arts Education|Engineering - General|Industrial Engineering|CAD/CADD Drafting/Design|Drafting and Design Technology|Manufacturing Technologies|Quality Control|Creative Writing|English Language & Literature - General|Technical/Business Writing|French|German|Spanish|Clinical/Medical Laboratory Technology|Dental Hygiene|Emergency Medical Technology|Environmental Health|Medical Radiologic Technology|Medical Staff Services Technology|Nursing (RN)|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|Respiratory Therapy|History - General|Paralegal/Legal Assistance|General Studies|Computational Mathematics|Mathematics - General|Natural Resources & Conservation - General|Natural Resources Management/Policy|Health/Physical Fitness|Chemistry|Physics|Psychology - General|Fire Science/Firefighting|Forensic Technologies|Law Enforcement Administration|Police Science|International Relations|Political Science/Government|Social Sciences - General|Sociology"
Mineral Area College,Missouri,Rural setting,Not set,2610,Agricultural Production|Horticultural Services|Accounting|Administrative/Secretarial Services|Banking/Financial Services|Business - General|Business Administration/Management|Graphic/Printing Equipment Operation|Computer Networking/Telecommunications|Computer Programming - General|CAD/CADD Drafting/Design|Civil Engineering/Technology|Construction/Building Technologies|Electrical Engineering Technologies|Manufacturing Technologies|Occupational Safety|English Language & Literature - General|Child Care Management|Child Development|Clinical/Medical Laboratory Technology|Emergency Medical Technology|Health Services - General|Medical Office Computer Specialist|Nursing (RN)|Nursing - Practical|Respiratory Therapy|Liberal Arts & Sciences|Auto Body Repair|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Machine Tool Technology|Precision Production Trades - General|Welding Technology|Fire Science/Firefighting|Police Science|Social Sciences - General
Metropolitan Community College: Penn Valley,Missouri,Urban setting,5409,2630,Commercial/Advertising Art|Fashion Design|Graphic Design|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Customer Service Management|Customer Service Support|Fashion Merchandising|Information Processing/Data Entry|Office Clerical Services|Office Management|Sales and Distribution|Communications Technologies - General|Computer/Information Sciences - General|Education - General|Engineering - General|Child Care Management|Institutional Food Production|Dental Assistance|Emergency Medical Technology|Medical Administrative Assistance|Medical Radiologic Technology|Medical Transcription|Mental Health Services Technology|Nursing (RN)|Nursing - Practical|Occupational Therapy Assistance|Physical Therapy Assistance|Respiratory Therapy|Surgical Technology|Legal Administrative Assistance|Paralegal/Legal Assistance|Liberal Arts & Sciences|Corrections|Criminal Justice Studies|Law Enforcement Administration
Johnson County Community College,Kansas,Suburban setting,21033,2430,"Floristry/Floriculture|Horticultural Services|Landscaping|Commercial/Advertising Art|Fashion Design|Game and Interactive Media Design|Graphic Design|Interior Design|Accounting|Accounting Technology|Administrative/Secretarial Services|Business Administration/Management|Entrepreneurial Studies|Logistics/Materials Management|Operations Management|Sales and Distribution|Animation/Special Effects|Computer Networking/Telecommunications|Computer Programming - Specific Applications|Data Entry Applications|Database Management|Modeling, Virtual Environments and Simulation|Web/Multimedia Management|Construction Site Management|Power/Electric Transmission|Early Childhood Education|CAD/CADD Drafting/Design|Civil Engineering/Technology|Drafting and Design Technology|Electrical Engineering Technologies|Heating/A.C./Refrigeration|Child Care Management|Institutional Food Production|Sign Language Interpretation|Dental Assistance|Dental Hygiene|Emergency Medical Technology|Home Attendant|Medical Radiologic Technology|Medical Records Technology|Medication Aide|Nursing (RN)|Nursing - Practical|Nursing Assistance|Occupational Therapy Assistance|Physical Therapy Assistance|Respiratory Therapy|Surgical Technology|Veterinarian Assistance|Paralegal/Legal Assistance|General Studies|Liberal Arts & Sciences|Automotive Technology|Electrical/Electronics Equipment Repair|Industrial Equipment Maintenance/Repair|Aesthetics/Skin Care|Baking/Pastry Arts|Cosmetology|Culinary Arts/Chef Training|Manicure/Nails|Restaurant/Catering Management|Metal Fabricator|Welding Technology|Fire Science/Firefighting|Police Science|Railroad and Railway Transportation"
University of British Columbia,Not set,Urban setting,32486,Not set,"Agricultural Economics|Agriculture - General|Agronomy/Crop Science|Animal Sciences|Aquaculture|Food Science|Food Technology/Processing|Horticulture Science|Plant Sciences|Soil Science and Agronomy|Environmental Design|Asian Studies|Canadian Studies|Central/Eastern European Studies|East Asian Studies|European Studies|German Studies|Hispanic-American Studies|Italian Studies|Latin American Studies|Russian/Slavic Area Studies|Slavic Studies|South Asian Studies|Southeast Asian Studies|Western European Studies|Women's Studies|Art - General|Art History/Criticism/Conservation|Drama/Theater Arts|Film Production/Cinematography|Film Studies|Music - General|Music - General Performance|Music - Piano/Organ|Music - Voice/Opera|Music Conducting|Music History/Literature|Music Theory/Composition|Musicology/Ethnomusicology|Stringed Instruments|Theater Design/Stagecraft|Theatre Arts Management|Visual and Performing Arts - General|Anatomy|Animal Physiology|Bacteriology|Biochemistry|Biology|Biophysics|Biotechnology|Cellular Biology/Histology|Conservation Biology|Ecology|Environmental Biology|Epidemiology|Evolutionary Biology|Genetics|Molecular Biochemistry|Molecular Biology|Pathology - Human/Animal|Pharmacology/Toxicology|Physiology|Reproductive Biology|Zoology|Accounting|Business - General|Business Administration/Management|Business/Managerial Economics|Finance/Banking|Human Resources Management|International Business|International Finance|International Marketing|Investments/Securities|Labor/Personnel Relations|Management Information Systems|Management Science|Marketing Management|Operations Management|Real Estate|Transportation/Transportation Management|Artificial Intelligence/Robotics|Computer Science|Computer/Information Sciences - General|Education - General|Elementary Education|Junior High Education|Native American Education|Physical Education|Secondary Education|Teacher Education, Multiple Levels|Biomedical Engineering|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Engineering - General|Engineering Mechanics|Engineering/Applied Physics|Environmental Engineering|Forest Engineering|Geological Engineering|Materials Engineering|Materials Science|Mechanical Engineering|Metallurgical Engineering|Mining/Mineral Engineering|Operations Research|Software Engineering|American Literature (Canadian)|Creative Writing|English Language & Literature - General|English Literature (British)|Family/Community Services|Family/Consumer Sciences - General|Foods/Nutrition Studies|Human Nutrition|Chinese|Classics|French|German|Germanic Languages|Italian|Japanese|Korean|Latin|Linguistics|Native American|Portuguese|Romance Languages|Slavic|South Asian|Spanish|Urdu|Athletic Training/Sports Medicine|Community Health/Preventative Medicine|Dental Hygiene|Medical Laboratory Assistance|Medicinal/Pharmaceutical Chemistry|Nursing (RN)|Nursing Midwifery|Occupational Health/Industrial Hygiene|Preveterinary Medicine|History - General|Law & Legal Studies - General|Applied Mathematics|Mathematics - General|Statistics|Ancient Studies/Civilization|Biological/Physical Sciences|Classical/Ancient Mediterranean/Near Eastern Studies|Cognitive Science|Medieval/Renaissance Studies|Neuroscience|Nutrition Sciences|Environmental Science|Environmental Studies|Forest Management|Forest Resources Production|Forest Sciences/Biology|Forestry - General|Natural Resource Economics|Natural Resources & Conservation - General|Natural Resources Management/Policy|Wood Science/Paper Technology|Exercise Sciences|Health/Physical Fitness|Parks/Leisure Facilities Management|Sport/Fitness Administration|Philosophy|Religion/Religious Studies|Astronomy|Atmospheric Sciences|Chemistry|Geology|GeophysicsSeismology|Oceanography|Physics|Planetary Sciences|TheoreticalMathematical Physics|Psychology - General|Social Work|Biology Technician|Anthropology|Archaeology|Canadian Government/Politics|Economics|Geography|International Relations|Political Science/Government|Sociology|Transportation & Materials Moving - General"
Texas State Technical College: Waco,Texas,Suburban setting,Not set,4200,Turf Management|Game and Interactive Media Design|Graphic Design|Animation/Special Effects|Computer Programming - General|Computer Support Specialist|Computer/Systems Security|Networking/LAN/WAN Management|System Administration|Web/Multimedia Design|Construction Trades - General|Lineworker|Plumbing|Power/Electric Transmission|Instructional Media|Biomedical Engineering Technology|Computer Systems|Drafting and Design Technology|Electrical Engineering Technologies|Electromechanical Technologies|Environmental Engineering Technology|Heating/A.C./Refrigeration|Instrumentation Technology|Laser/Optical Technology|Manufacturing Technologies|Mechanical Engineering Technology|Occupational Safety|Robotics|Solar Energy|Surveying Technology|Telecommunications|Dental Assistance|Pharmacy Assistance|Aircraft Mechanics|Aircraft Powerplant Technology|Auto Body Repair|Automotive Technology|Avionics Maintenance/Technology|Diesel Mechanics|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Culinary Arts/Chef Training|Welding Technology|Chemical Technology|Industrial Radiologic Technology|Air Traffic Control|Airline - Commercial Pilot/Flight Crew
Penn State Abington,Pennsylvania,Suburban setting,3371,13102,"Agribusiness Operations|Agricultural Mechanization|Agriculture - General|Agronomy/Crop Science|Animal Sciences|Food Science|Horticulture Science|Landscaping|Pest Management|Turf Management|African-American Studies|American Studies|Asian Studies|Latin American Studies|Women's Studies|Acting|Art - General|Art History/Criticism/Conservation|Film Studies|Graphic Design|Music - General|Theater Design/Stagecraft|Visual and Performing Arts - General|Bacteriology|Biochemistry|Biology|Toxicology|Accounting|Actuarial Science|Business - General|Business Administration/Management|Business Communications|Customer Service Management|E-Commerce|Finance/Banking|Financial Planning|Hospitality Administration/Management|Human Resources Management|Labor Studies|Labor/Personnel Relations|Logistics/Materials Management|Management Information Systems|Management Science|Marketing Management|Organizational Behavior Studies|Advertising|Communications/Rhetoric|Digital Communications/Multimedia|Journalism|Organizational Communication|Public Relations|Computer Programming - General|Computer/Information Sciences - General|Computer/Systems Security|Data Processing Technology|Information Sciences/Systems|Information Technology|Web/Multimedia Design|Adult/Continuing Education Administration|Adult/Continuing Teacher Education|Agricultural Education|Art Teacher Education|ESL Teacher Education|Early Childhood Education|Education - General|Elementary Education|Foreign Language Teacher Education|Science Teacher Education|Secondary Education|Special Education|Aeronautical/Aerospace Engineering|Agricultural Engineering|Architectural Engineering|Biomedical Engineering|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Engineering - General|Engineering Science|Environmental Engineering|Industrial Engineering|Manufacturing Engineering|Materials Science|Mechanical Engineering|Mining/Mineral Engineering|Nuclear Engineering|Petroleum|Electromechanical Technologies|Mechanical Engineering Technology|Plastics|English Language & Literature - General|Adult Development/Aging|Child Development|Human Development/Family Studies|Human Nutrition|Chinese|Classics|Comparative Literature|French|German|Italian|Japanese|Russian|Spanish|Athletic Training/Sports Medicine|Communication Disorders|EMT Ambulance Attendant|Health Facilities Administration|Health System Administration|Medical Scientist (MS, PhD)|Nursing (RN)|Premedicine|Preveterinary Medicine|Substance Abuse Counseling|History - General|Law & Legal Studies - General|General Studies|Liberal Arts & Sciences|Mathematics - General|Statistics|Behavioral Sciences|Biological/Physical Sciences|Global Studies|Medieval/Renaissance Studies|Environmental Studies|Forest Sciences/Biology|Forest Technology|Natural Resources & Conservation - General|Exercise Sciences|Parks/Leisure Facilities Management|Jewish/Judaic Studies|Philosophy|Religion/Religious Studies|Astronomy|Atmospheric Sciences|Chemistry|Geology|Physics|Psychology - General|Social Psychology|Public Administration|Youth Services|Biology Technician|Criminal Justice Studies|Criminalistics/Criminal Science|Forensic Technologies|Law Enforcement Administration|Anthropology|Archaeology|Criminology|Economics|Geography|International Relations|Political Science/Government|Sociology"
Juniata College,Pennsylvania,Rural setting,1619,35780,"Art - General|Art History/Criticism/Conservation|Directing/Theatrical Production|Drama/Theater Arts|Fine/Studio Arts|Biochemistry|Biology|Botany|Cellular Biology/Histology|Ecology|Marine/Aquatic Biology|Microbiology|Molecular Biology|Zoology|Accounting|Business - General|Business Administration/Management|Entrepreneurial Studies|Finance/Banking|Human Resources Management|Information Resources Management|International Business|Marketing Management|Communications/Rhetoric|Digital Communications/Multimedia|Health Communications|Computer/Information Sciences - General|Information Technology|Biology Teacher Education|Chemistry Teacher Education|Early Childhood Education|Early Childhood Special Education|Education - General|Elementary Education|English Teacher Education|French Teacher Education|German Teacher Education|Mathematics Education|Physics Teacher Education|Science Teacher Education|Secondary Education|Social Studies Teacher Education|Spanish Language Teacher Education|Teacher Education, Multiple Levels|Engineering - General|Engineering/Applied Physics|English Language & Literature - General|Technical/Business Writing|Foreign Language & Literature - General|French|German|Russian|Spanish|Predentistry|Premedicine|Prenursing|Prepharmacy|Preveterinary Medicine|History - General|Prelaw|Humanities|Liberal Arts & Sciences|Mathematics - General|Global Studies|Museum Studies|Natural Sciences|Peace/Conflict Resolution Studies|Environmental Science|Environmental Studies|Natural Resource Economics|Wildlife/Wilderness Management|Philosophy|Religion/Religious Studies|Chemistry|Geology|Physical Sciences - General|Physics|Psychology - General|Public Administration|Social Work|Anthropology|Criminology|Economics|International Relations|Political Science/Government|Social Sciences - General|Sociology"
Lancaster Bible College,Pennsylvania,Suburban setting,1018,17160,Elementary Education|Physical Education|Bible Studies
D'Youville College,New York,Urban setting,2101,21760,Biology|Accounting|Business - General|Business Administration/Management|Information Technology|Creative Writing|English Language & Literature - General|Technical/Business Writing|Health System Administration|Nursing (RN)|Nursing - Preoperative/Surgical|Physician Assistance|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|History - General|Prelaw|Mathematics - General|Global Studies|Philosophy|Chemistry|Psychology - General|Sociology
Collin County Community College District,Texas,Suburban setting,27593,1020,Commercial/Advertising Art|Interior Design|Music - General|Music Management/Merchandising|Business Administration/Management|Hospitality Administration/Management|Information Processing/Data Entry|Real Estate|Sales and Distribution|Animation/Special Effects|Computer Networking/Telecommunications|Computer Programming - General|Computer/Information Sciences - General|Web/Multimedia Design|Drafting and Design Technology|Electrical Engineering Technologies|Electrical/Electronics Drafting|Telecommunications|Child Care Service|Child Development|Sign Language Interpretation|Dental Hygiene|Emergency Medical Technology|Nursing (RN)|Respiratory Therapy|Paralegal/Legal Assistance|Electrical/Electronics Equipment Repair|Biology Technician|Fire Protection/Safety Technology|Fire Science/Firefighting|Police Science
University of Wisconsin-Marathon County,Wisconsin,Urban setting,Not set,4841,Liberal Arts & Sciences
Lehigh University,Pennsylvania,Suburban setting,4869,40960,"Architectural History/Criticism|Architecture|African Studies|American Studies|Asian Studies|Women's Studies|Art - General|Art History/Criticism/Conservation|Design/Visual Communications|Drama/Theater Arts|Music - General|Music History/Literature|Biochemistry|Biology|Molecular Biology|Accounting|Business/Managerial Economics|Finance/Banking|Logistics/Materials Management|Management Information Systems|Management Science|Marketing Management|Journalism|Technical and Scientific Communication|Computer Science|Information Sciences/Systems|Biomedical Engineering|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Engineering Mechanics|Engineering/Applied Physics|Environmental Engineering|Industrial Engineering|Materials Engineering|Mechanical Engineering|English Language & Literature - General|Chinese|Classics|French|German|Spanish|History - General|Mathematics - General|Statistics|Ancient Studies/Civilization|Cognitive Science|Neuroscience|Science, Technology & Society|Environmental Studies|Philosophy|Religion/Religious Studies|Astronomy|Astrophysics|Chemistry|Physics|Psychology - General|Anthropology|International Relations|Political Science/Government|Sociology"
Minneapolis College of Art and Design,Minnesota,Urban setting,605,31650,Drawing|Fine/Studio Arts|Graphic Design|Illustration|Painting|Photography|Printmaking|Sculpture|Advertising|Public Relations|Animation/Special Effects|Furniture DesignManufacturing
Tennessee Technological University,Tennessee,Rural setting,9920,6698,Agribusiness Operations|Agronomy/Crop Science|Animal Sciences|Horticultural Services|Horticulture Science|Landscaping|Plant/Nursery Operations|Soil Science and Agronomy|Ceramics|Drawing|Fiber/Textile/Weaving Arts|Fine/Studio Arts|Music - General Performance|Painting|Sculpture|Biochemistry|Biology|Accounting|Business - General|Business/Managerial Economics|Finance/Banking|Labor/Personnel Relations|Management Science|Operations Management|Communications/Rhetoric|Journalism|Communications Technologies - General|Computer Science|Computer/Information Sciences - General|Web/Multimedia Design|Agricultural Education|Early Childhood Education|Education - General|English Teacher Education|Health Teacher Education|Music Teacher Education|Physical Education|Secondary Education|Special Education|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Mechanical Engineering|Manufacturing Technologies|English Language & Literature - General|Technical/Business Writing|Clothing/Apparel/Textile Studies|Family/Community Services|Family/Consumer Sciences - General|Foods/Nutrition Studies|Housing Studies|French|German|Spanish|Nursing (RN)|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|History - General|General Studies|Mathematics - General|Fishing/Fisheries|Natural Resources & Conservation - General|Wildlife/Wilderness Management|Health/Physical Fitness|Chemistry|Geology|Physics|Psychology - General|Economics|Political Science/Government|Sociology
Northcentral University,Arizona,Suburban setting,458,11910,Accounting|Business - General|Business Administration/Management|E-Commerce|International Business|Management Science|Marketing Management|Computer/Information Sciences - General|Health System Administration|Psychology - General|Public Administration|Homeland Security|Law Enforcement Administration
The King's University,California,Urban setting,291,9375,Bible Studies
Saint Anthony College of Nursing,Illinois,Suburban setting,Not set,19420,Nursing - Adult Health
Fortis College: Centerville,Ohio,Suburban setting,Not set,Not set,Administrative/Secretarial Services|Tourism/Travel Services|Travel/Tourism Management|Computer Science|Computer/Information Sciences - General|Data Processing Technology|Electrical/Communications Engineering|Heating/A.C./Refrigeration|Medical Assistance|Medical Insurance Coding|Nursing (RN)|Law & Legal Studies - General|Paralegal/Legal Assistance|Heating/A.C./Refrigeration Mechanics
University College of San Juan,Not set,Urban setting,1692,3150,Accounting|Administrative/Secretarial Services|Computer/Information Sciences - General|Building/Property Maintenance|Electrical Engineering Technologies|Instrumentation Technology|Nursing (RN)|Electrical/Electronics Equipment Repair|Police Science
Virginia Marti College of Art and Design,Ohio,Urban setting,Not set,17634,Art - General|Art History/Criticism/Conservation|Commercial/Advertising Art|Design/Visual Communications|Fashion Design|Illustration|Interior Design|Photography|Fashion Merchandising|Computer Science
Lac Courte Oreilles Ojibwa Community College,Wisconsin,Rural setting,496,4825,Native American Studies|Business Administration/Management|Logistics/Materials Management|Office Management|Tourism/Travel Services|Computer Systems Analysis|Computer/Information Sciences - General|Carpentry|Medical Assistance|Medical Transcription|Liberal Arts & Sciences|Human Services
Medcenter One College of Nursing,North Dakota,Urban setting,92,10536,Nursing (RN)
Escuela de Artes Plasticas de Puerto Rico,Not set,Urban setting,527,3921,Design/Visual Communications|Fashion Design|Industrial Design|Painting|Printmaking|Sculpture|Visual and Performing Arts - General|Art Teacher Education
Baptist Missionary Association Theological Seminary,Texas,Rural setting,54,3800,Religion/Religious Studies|Theology
Amridge University,Alabama,Suburban setting,361,Not set,Business Administration/Management|Computer/Information Sciences - General|Liberal Arts & Sciences|Bible Studies
