Boston University,Massachusetts,Urban setting,18645,41420,Architectural History/Criticism|American Studies|East Asian Studies|Italian Studies|Latin American Studies|Russian/Slavic Area Studies|Acting|Art History/Criticism/Conservation|Commercial/Advertising Art|Directing/Theatrical Production|Drawing|Film Production/Cinematography|Music - General Performance|Music - Piano/Organ|Music - Voice/Opera|Music History/Literature|Music Theory/Composition|Painting|Sculpture|Theater Design/Stagecraft|Theater Literature/History/Criticism|Visual and Performing Arts - General|Biochemistry|Biology|Ecology|Marine/Aquatic Biology|Molecular Biology|Accounting|Business Administration/Management|Entrepreneurial Studies|Finance/Banking|Hospitality Administration/Management|International Business|International Finance|Management Information Systems|Marketing Management|Marketing Research|Operations Management|Organizational Behavior Studies|Advertising|Broadcast Journalism|Communications/Rhetoric|Journalism|Public Relations|Computer/Information Sciences - General|Art Teacher Education|Bilingual/Bicultural Education|Chemistry Teacher Education|Drama/Dance Teacher Education|Early Childhood Education|Education - General|Education of Deaf/Hearing Impaired|Elementary Education|English Teacher Education|Mathematics Education|Music Teacher Education|Physical Education|Science Teacher Education|Social Studies Teacher Education|Special Education|Aeronautical/Aerospace Engineering|Biomedical Engineering|Computer Engineering - General|Electrical/Communications Engineering|Engineering - General|Mechanical Engineering|English Language & Literature - General|Classics|Foreign Language & Literature - General|French|German|Greek  Ancient|Greek  Modern|Italian|Latin|Linguistics|Russian|Spanish|Athletic Training/Sports Medicine|Communication Disorders|Dental Laboratory Technology|History - General|Legal Administrative Assistance|Paralegal/Legal Assistance|Mathematics - General|Mathematics/Computer Science|Neuroscience|Nutrition Sciences|Environmental Science|Environmental Studies|Natural Resources & Conservation - General|Natural Resources Management/Policy|Exercise Sciences|Philosophy|Religion/Religious Studies|Astronomy|Astrophysics|Chemistry|Geology|GeophysicsSeismology|Physics|Planetary Sciences|Psychology - General|Anthropology|Archaeology|Economics|Geography|International Relations|Political Science/Government|Sociology|Urban Studies
Beth Hatalmud Rabbinical College,New York,Urban setting,70,6700,Jewish/Judaic Studies
ITT Technical Institute: Liverpool,New York,Suburban setting,386,Not set,Design/Visual Communications|Computer Networking/Telecommunications|Web/Multimedia Design|CAD/CADD Drafting/Design|Electrical Engineering Technologies
Los Angeles Valley College,California,Suburban setting,20676,1104,American Studies|Art - General|Art History/Criticism/Conservation|Commercial/Advertising Art|Film Production/Cinematography|Music - General|Music - General Performance|Biology|Accounting|Administrative/Secretarial Services|Banking/Financial Services|Business - General|Fashion Merchandising|Hospitality/Recreation Marketing|Information Processing/Data Entry|Management Information Systems|Office Clerical Services|Broadcast Journalism|Journalism|Communications Technologies - General|Computer Programming - Specific Applications|Data Processing Technology|Drafting and Design Technology|Electrical Engineering Technologies|English Language & Literature - General|Family/Consumer Sciences - General|French|German|Italian|Spanish|Nursing (RN)|Respiratory Therapy|History - General|Liberal Arts & Sciences|Mathematics - General|Parks  Recreation & Fitness - General|Philosophy|Chemistry|Geology|Physics|Planetary Sciences|Machine Shop Technology|Psychology - General|Police Science|Economics|Geography|Political Science/Government|Sociology
New Charter University,Alabama,Suburban setting,Not set,Not set,Business - General|Communications/Rhetoric|Criminal Justice Studies
California National University for Advanced Studies,California,Suburban setting,89,7200,Business Administration/Management|Computer Science|Engineering - General
Monroe Community College,New York,Suburban setting,18995,3458,Landscape Architecture|Commercial/Advertising Art|Fine/Studio Arts|Interior Design|Music - General Performance|Photography|Biology|Accounting|Administrative/Secretarial Services|Business - General|International Business|Marketing Management|Sales and Distribution|Tourism/Travel Services|Travel/Tourism Management|Advertising|Communications/Rhetoric|Digital Communications/Multimedia|Public Relations|Communications Technologies - General|Radio/Television Broadcasting|Computer Networking/Telecommunications|Computer Programming - General|Computer Science|Computer Systems Analysis|Information Technology|Construction Trades - General|Early Childhood Education|Health Teacher Education|Music Teacher Education|Physical Education|Teacher Assistance|Engineering Science|Civil Engineering/Technology|Construction/Building Technologies|Electrical Engineering Technologies|Heating/A.C./Refrigeration|Instrumentation Technology|Laser/Optical Technology|Manufacturing Technologies|Mechanical Engineering Technology|Surveying Technology|Child Care Service|Institutional Food Production|Dental Assistance|Dental Hygiene|Health Physics/Radiologic Health|Medical Records Technology|Nursing (RN)|History - General|Court Reporting|Paralegal/Legal Assistance|Liberal Arts & Sciences|Mathematics - General|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Health/Physical Fitness|Food Prep/Professional Cooking|Personal & Culinary Services - General|Chemistry|Optics|Physics|Human Services|Biology Technician|Corrections|Criminal Justice Studies|Fire Protection/Safety Technology|Law Enforcement Administration|Police Science|Political Science/Government|Social Sciences - General
Cuyahoga Community College: Metropolitan,Ohio,Urban setting,31683,2737,Horticultural Services|Commercial/Advertising Art|Music - General|Photography|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Entrepreneurial Studies|Hospitality Administration/Management|Management Information Systems|Real Estate|Communications Technologies - General|Computer/Information Sciences - General|Early Childhood Education|Architectural Engineering Technology|Drafting and Design Technology|Electrical Engineering Technologies|Child Care Management|Sign Language Interpretation|Clinical/Medical Laboratory Technology|Dental Assistance|Dental Hygiene|Dental Laboratory Technology|Emergency Medical Technology|Health Services - General|Medical Assistance|Medical Records Administration|Medical Records Technology|Nursing (RN)|Occupational Therapy Assistance|Opticianry/Opthalmic Dispensing Services|Pharmacy Assistance|Physical Therapy Assistance|Surgical Technology|Court Reporting|Paralegal/Legal Assistance|Liberal Arts & Sciences|Mathematics - General|Automotive Technology|Culinary Arts/Related Services|Corrections|Fire Protection/Safety Technology|Police Science
Memorial University of Newfoundland,Not set,Urban setting,14818,Not set,Canadian Studies|Regional  Studies|Russian/Slavic Area Studies|Women's Studies|Drama/Theater Arts|Fine/Studio Arts|Music - General|Music - General Performance|Music History/Literature|Music Theory/Composition|Theater Design/Stagecraft|Visual and Performing Arts - General|Bacteriology|Biochemistry|Biology|Cellular Biology/Histology|Ecology|Entomology|Marine/Aquatic Biology|Parasitology|Business Administration/Management|Marketing Management|Computer Science|Computer/Information Sciences - General|Adult/Continuing Teacher Education|Bilingual/Bicultural Education|Biology Teacher Education|Chemistry Teacher Education|Curriculum/Instruction|Early Childhood Education|Education - General|Elementary Education|French Teacher Education|History Teacher Education|Music Teacher Education|Physical Education|Physics Teacher Education|Reading Teacher Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Social Studies Teacher Education|Special Education|Civil Engineering|Electrical/Communications Engineering|Engineering - General|Marine Engineering/Naval Architecture|Mechanical Engineering|Ocean Engineering|English Language & Literature - General|Writing  General|Classics|French|German|Linguistics|Spanish|Nursing - Preoperative/Surgical|Substance Abuse Counseling|History - General|General Studies|Humanities|Liberal Arts & Sciences|Library Science|Applied Mathematics|Mathematics - General|Statistics|Mathematics/Computer Science|Medieval/Renaissance Studies|Neuroscience|Nutrition Sciences|Environmental Studies|Forestry - General|Natural Resources & Conservation - General|Parks  Recreation & Fitness - General|Parks/Leisure Facilities Management|Philosophy|Religion/Religious Studies|Chemistry|Geology|Oceanography|Physics|Psychology - General|Anthropology|Archaeology|Criminology|Demography/Population Studies|Economics|Geography|Political Science/Government|Sociology
Athens State University,Alabama,Suburban setting,3404,5340,Art - General|Biology|Accounting|Business Administration/Management|Human Resources Management|Information Resources Management|Purchasing/Procurement/Contracts|Computer/Information Sciences - General|Biology Teacher Education|Chemistry Teacher Education|Early Childhood Education|Education - General|Elementary Education|English Teacher Education|History Teacher Education|Junior High Education|Mathematics Education|Physical Education|Physics Teacher Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Social Studies Teacher Education|Special Education|Trade/Industrial Education|Instrumentation Technology|English Language & Literature - General|History - General|Liberal Arts & Sciences|Mathematics - General|Behavioral Sciences|Religion/Religious Studies|Chemistry|Physics|Psychology - General|Criminal Justice Studies|Political Science/Government|Sociology
Kaplan University: Cedar Falls,Iowa,Suburban setting,Not set,Not set,Accounting|Business Administration/Management|Travel/Tourism Management|Computer Systems Analysis|Computer/Information Sciences - General|Data Processing Technology|Medical Assistance|Nursing - Practical|Paralegal/Legal Assistance|Law Enforcement Administration
Community College of the Air Force,Alabama,Suburban setting,Not set,Not set,Music - General|Human Resources Management|Management Information Systems|Office Management|Operations Management|Purchasing/Procurement/Contracts|Public Relations|Communications Technologies - General|Computer Networking/Telecommunications|Computer/Information Sciences - General|Technology/Industrial Arts Education|Construction/Building Technologies|Electrical Engineering Technologies|Cardiovascular Technology|Dental Assistance|Dental Laboratory Technology|Diagnostic Medical Sonography|Health Services - General|Health System Administration|Histologic Technician|Medical Assistance|Nuclear Medical Technology|Ophthalmic Laboratory Technology|Pharmacy Assistance|Physical Therapy Assistance|Radiologic Technology/Medical Imaging|Surgical Technology|History - General|Paralegal/Legal Assistance|Aircraft Mechanics|Electrical/Electronics Equipment Repair|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Nutrition Sciences|Parks  Recreation & Fitness - General|Atmospheric Sciences|Social Work|Criminal Justice Studies|Fire Protection/Safety Technology|Air Traffic Control|Air Transportation|Aviation Management|Transportation & Materials Moving - General
Johnson College,Pennsylvania,Suburban setting,467,16362,Logistics/Materials Management|Computer Networking/Telecommunications|Carpentry|Architectural Drafting|Biomedical Engineering Technology|Electrical Engineering Technologies|Radiologic Technology/Medical Imaging|Veterinarian Assistance|Automotive Technology|Diesel Mechanics|Electrical/Electronics Equipment Repair|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Mechanics & Repair - General|Machine Tool Technology
Carl Albert State College,Oklahoma,Rural setting,Not set,2490,Art - General|Drama/Theater Arts|Music - General|Biology|Zoology|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Office Clerical Services|Journalism|Computer Science|Early Childhood Education|Elementary Education|Secondary Education|English Language & Literature - General|Rhetoric and Composition|Nursing (RN)|Physical Therapy Assistance|Premedicine|Prepharmacy|Preveterinary Medicine|Prelaw|Mathematics - General|Health/Physical Fitness|Psychology - General|Criminal Justice Studies|Social Sciences - General|Sociology
Hamilton Technical College,Iowa,Suburban setting,Not set,Not set,CAD/CADD Drafting/Design|Electrical Engineering Technologies|Medical Assistance|Medical Insurance Coding
Tabor College,Kansas,Rural setting,721,21740,Commercial/Advertising Art|Music - General|Biochemistry|Biology|Accounting/Business Management|Administrative/Secretarial Services|Business Administration/Management|Marketing Management|Office Management|Communications/Rhetoric|Journalism|Organizational Communication|Public Relations|Biology Teacher Education|Business Teacher Education|Chemistry Teacher Education|Education - General|Education of Developmentally Delayed|Education of Emotionally Handicapped|Education of Learning Disabled|Education of Mentally Handicapped|Education of Multiple Handicapped|Elementary Education|English Teacher Education|Health Teacher Education|History Teacher Education|Junior High Education|Kindergarten/Preschool Education|Mathematics Education|Music Teacher Education|Physical Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Social Studies Teacher Education|Special Education|Teacher Education  Multiple Levels|English Language & Literature - General|Athletic Training/Sports Medicine|Clinical/Medical Laboratory Technology|Nursing - Preoperative/Surgical|Predentistry|Premedicine|Prenursing|Prepharmacy|Preveterinary Medicine|History - General|Prelaw|Humanities|Liberal Arts & Sciences|Mathematics - General|Biological/Physical Sciences|Mathematics/Computer Science|Natural Sciences|Environmental Studies|Health/Physical Fitness|Parks  Recreation & Fitness - General|Sport/Fitness Administration|Philosophy|Religion/Religious Studies|Chemistry|Psychology - General|Social Sciences - General|Sociology|Bible Studies|Theology|Youth Ministry
College of the Ozarks,Missouri,Rural setting,1374,Not set,Agricultural Business|Agronomy/Crop Science|Animal Sciences|Horticulture Science|Art - General|Drama/Theater Arts|Fine/Studio Arts|Music - General|Theater Design/Stagecraft|Biology|Accounting|Business Administration/Management|Business/Managerial Economics|Hospitality Administration/Management|International Business|Marketing Management|Restaurant/Food Services Management|Broadcast Journalism|Communications/Rhetoric|Journalism|Public Relations|Printing Management|Radio/Television Broadcasting|Computer Science|Information Technology|Agricultural Education|Art Teacher Education|Biology Teacher Education|Chemistry Teacher Education|Early Childhood Education|Elementary Education|English Teacher Education|History Teacher Education|Mathematics Education|Music Teacher Education|Physical Education|Science Teacher Education|Secondary Education|Social Studies Teacher Education|English Language & Literature - General|Child Development|Family/Consumer Sciences - General|Foods/Nutrition Studies|Spanish|Health Services - General|Medical Dietetics|Nursing (RN)|History - General|Mathematics - General|Wildlife/Wilderness Management|Health/Physical Fitness|Parks/Leisure Facilities Management|Culinary Arts/Chef Training|Restaurant/Catering Management|Philosophy and Religious Studies  General|Chemistry|Psychology - General|Social Work|Corrections|Police Science|Sociology|Religious/Sacred Music
Maryville University of Saint Louis,Missouri,Suburban setting,3035,22882,Fine/Studio Arts|Graphic Design|Interior Design|Biochemistry|Biology|Biomedical Sciences|Accounting|Actuarial Science|Business - General|Business Administration/Management|E-Commerce|Management Information Systems|Marketing Management|Mass Communications/Media Studies|Computer Science|Art Teacher Education|Early Childhood Education|Elementary Education|Junior High Education|Science Teacher Education|English Language & Literature - General|Clinical Laboratory Science|Music Therapy|Nursing (RN)|Predentistry|Public Health|Vocational Rehabilitation Counseling|History - General|Paralegal/Legal Assistance|Liberal Arts & Sciences|Applied Mathematics|Mathematics - General|Biological/Physical Sciences|Global Studies|Environmental Science|Environmental Studies|Sport/Fitness Administration|Philosophy|Chemistry|Forensic Chemistry|Industrial/Organizational Psychology|Psychology - General|Social Psychology|Criminology|Sociology
Webster University,Missouri,Suburban setting,2995,22340,American Studies|European Studies|Acting|Art - General|Dance|Directing/Theatrical Production|Drama/Theater Arts|Film Production/Cinematography|Film Studies|Jazz Studies|Music - General|Music - General Performance|Music Theory/Composition|Musical theatre|Photography|Biology|Accounting|Accounting/Finance|Business - General|Business Administration/Management|Entrepreneurial Studies|Finance/Banking|Marketing Management|Advertising|Broadcast Journalism|Communications/Rhetoric|Digital Communications/Multimedia|Journalism|Public Relations|Computer Science|Web/Multimedia Design|Education - General|Music Teacher Education|English Language & Literature - General|Foreign Language & Literature - General|French|German|Spanish|Nursing (RN)|Nursing Education|History - General|Law & Legal Studies - General|Paralegal/Legal Assistance|Humanities|Mathematics - General|Global Studies|Buddhist Studies|Ethics|Philosophy|Religion/Religious Studies|Psychology - General|Anthropology|Economics|International Relations|Political Science/Government|Social Sciences - General|Sociology
College of Saint Mary,Nebraska,Urban setting,820,24830,Fine/Studio Arts|Biology|Business Administration/Management|Biology Teacher Education|Chemistry Teacher Education|Early Childhood Education|Earth Science Teacher Education|Elementary Education|English Teacher Education|Junior High Education|Mathematics Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Spanish Language Teacher Education|Special Education|English Language & Literature - General|Nursing (RN)|Pre-Occupational Therapy Studies|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|Paralegal/Legal Assistance|Liberal Arts & Sciences|Mathematics - General|Chemistry|Psychology - General|Theology
Metropolitan Career Center Computer Technology Institute,Pennsylvania,Urban setting,Not set,Not set,Computer Programming - General
University of Arkansas Community College at Morrilton,Arkansas,Rural setting,2296,3075,Commercial/Advertising Art|Business - General|Networking/LAN/WAN Management|Montessori Teacher Education|Computer Systems|Drafting and Design Technology|Petroleum Technology|Surveying Technology|Child Development|Dietician Assistant|Emergency Medical Technology|Nursing (RN)|Nursing - Practical|Nursing Assistance|General Studies|Liberal Arts & Sciences|Auto Body Repair|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Welding Technology|Forensic Technologies|Law Enforcement Administration
Coconino County Community College,Arizona,Rural setting,3981,2640,Architectural Technology|Art - General|Accounting|Accounting Technology|Business - General|Business Administration/Management|Construction Management|Finance/Banking|Hospitality Administration/Management|Information Processing/Data Entry|Marketing Management|Office Clerical Services|Real Estate|Transportation/Transportation Management|Desktop Publishing|System Administration|Carpentry|Power/Electric Transmission|Early Childhood Education|Education - General|Elementary Education|Engineering - General|Architectural Drafting|CAD/CADD Drafting/Design|Computer Software|Computer Systems|Construction/Building Technologies|Solar Energy|Home Attendant|Medical Administrative Assistance|Nursing Assistance|Legal Administrative Assistance|Paralegal/Legal Assistance|General Studies|Biological/Physical Sciences|Environmental Science|Psychology - General|Social Work|Corrections|Criminal Justice Studies|Fire Science/Firefighting|Anthropology|Cartography/GIS|Sociology
Williams Baptist College,Arkansas,Rural setting,596,12620,Fine/Studio Arts|Biology|Business Administration/Management|Finance/Banking|Computer/Information Sciences - General|Art Teacher Education|Early Childhood Education|Education - General|Elementary Education|English Teacher Education|Music Teacher Education|Physical Education|Secondary Education|Social Studies Teacher Education|English Language & Literature - General|History - General|General Studies|Psychology - General|Bible Studies|Missionary Studies|Religious Education|Religious/Sacred Music|Theology|Youth Ministry
San Jacinto College,Texas,Suburban setting,29392,1680,Agribusiness Operations|Agriculture - General|Hispanic-American Studies|Art - General|Commercial/Advertising Art|Dance|Design/Visual Communications|Drama/Theater Arts|Film Studies|Interior Design|Music - General|Biology|Biotechnology|Accounting|Accounting Technology|Administrative/Secretarial Services|Business - General|Business Administration/Management|Information Processing/Data Entry|International Business|Management Information Systems|Real Estate|Journalism|Radio/Television Broadcasting|Computer Programming - General|Computer/Information Sciences - General|Computer/Systems Security|Networking/LAN/WAN Management|Web/Multimedia Design|Web/Multimedia Management|Power/Electric Transmission|Elementary Education|Junior High Education|Kindergarten/Preschool Education|Science Teacher Education|Secondary Education|Engineering Mechanics|Drafting and Design Technology|Electrical Engineering Technologies|Instrumentation Technology|Occupational Safety|English Language & Literature - General|Child Care Management|Child Development|Institutional Food Production|Foreign Language & Literature - General|Clinical Laboratory Science|Clinical/Medical Laboratory Technology|Diagnostic Medical Sonography|Emergency Medical Technology|Long Term Care Administration/Management|Massage Therapy|Medical Administrative Assistance|Medical Assistance|Medical Insurance Coding|Medical Laboratory Assistance|Medical Radiologic Technology|Medical Records Technology|Mental Health Counseling|Mental Health Services Technology|Nursing (RN)|Nursing - Practical|Optometric Technician/Assistant|Pharmacy Assistance|Physical Therapy Assistance|Radiologic Technology/Medical Imaging|Respiratory Therapy|Substance Abuse Counseling|Surgical Technology|History - General|Paralegal/Legal Assistance|General Studies|Liberal Arts & Sciences|Mathematics - General|Auto Body Repair|Automotive Technology|Diesel Mechanics|Heating/A.C./Refrigeration Mechanics|Behavioral Sciences|Environmental Science|Health/Physical Fitness|Baking/Pastry Arts|Cosmetic Services|Cosmetology|Culinary Arts/Chef Training|Facial Treatments|Food Prep/Professional Cooking|Institutional Food Service|Manicure/Nails|Restaurant/Catering Management|Philosophy|Chemistry|Geology|Physical Sciences - General|Physics|Welding Technology|Psychology - General|Chemical Process Technology|Chemical Technology|Corrections|Fire Protection/Safety Technology|Fire Science/Firefighting|Police Science|Cartography/GIS|Political Science/Government|Social Sciences - General|Sociology|Airline - Commercial Pilot/Flight Crew|Aviation Management|Truck/Bus/Commercial Vehicle Operation
Aaniiih Nakoda College,Montana,Rural setting,Not set,2410,Native American Studies|Business - General|Information Processing/Data Entry|Data Processing Technology|Early Childhood Education|Elementary Education|Substance Abuse Counseling|Liberal Arts & Sciences|Natural Resources Management/Policy|Human Services
University of Missouri: Kansas City,Missouri,Urban setting,10134,9029,Architecture|City/Community/Regional Planning|American Studies|Art - General|Art History/Criticism/Conservation|Dance|Drama/Theater Arts|Fine/Studio Arts|Music - General|Music - General Performance|Music - Piano/Organ|Music - Voice/Opera|Music Theory/Composition|Stringed Instruments|Biology|Accounting|Accounting/Business Management|Accounting/Finance|Business - General|Business Administration/Management|Entrepreneurial Studies|Finance/Banking|Marketing Research|Communications/Rhetoric|Computer Science|Information Technology|Art Teacher Education|Bilingual/Bicultural Education|Biology Teacher Education|Chemistry Teacher Education|Early Childhood Education|Education - General|Elementary Education|English Teacher Education|Foreign Language Teacher Education|French Teacher Education|Geography Teacher Education|German Teacher Education|History Teacher Education|Junior High Education|Kindergarten/Preschool Education|Music Teacher Education|Physics Teacher Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Social Studies Teacher Education|Spanish Language Teacher Education|Civil Engineering|Electrical/Communications Engineering|Mechanical Engineering|English Language & Literature - General|French|German|Spanish|Bioethics/Medical Ethics|Clinical Laboratory Science|Dental Hygiene|Health Services - General|Music Therapy|Nursing (RN)|Pharmaceutical Sciences|Predentistry|Premedicine|Prenursing|Prepharmacy|History - General|Prelaw|General Studies|Liberal Arts & Sciences|Mathematics - General|Statistics|Environmental Science|Environmental Studies|Philosophy|Chemistry|Geology|Physics|Psychology - General|Criminal Justice Studies|Law Enforcement Administration|Police Science|Criminology|Economics|Geography|Political Science/Government|Sociology|Urban Studies
Muscatine Community College,Iowa,Rural setting,2007,3840,Agricultural Production|Agricultural Supplies|Horticultural Services|Accounting|Administrative/Secretarial Services|Business Administration/Management|Logistics/Materials Management|Sales and Distribution|Computer Programming - Specific Applications|Electrician|Environmental Engineering Technology|Manufacturing Technologies|Child Care Service|Dental Hygiene|Diagnostic Medical Sonography|Electroencephalograph Technology|Emergency Medical Technology|Massage Therapy|Nuclear Medical Technology|Nursing - Practical|Physical Therapy Assistance|Radiologic Technology/Medical Imaging|Respiratory Therapy|Veterinarian Assistance|Liberal Arts & Sciences|Industrial Equipment Maintenance/Repair|Natural Resources & Conservation - General|Restaurant/Catering Management|Fire Science/Firefighting|Police Science|Truck/Bus/Commercial Vehicle Operation
Mayville State University,North Dakota,Rural setting,970,6084,Biology|Business - General|Business Administration/Management|Communications/Rhetoric|Computer/Information Sciences - General|Data Processing Technology|Biology Teacher Education|Chemistry Teacher Education|Early Childhood Education|Elementary Education|English Teacher Education|Geography Teacher Education|Health Teacher Education|History Teacher Education|Mathematics Education|Physical Education|Social Science Teacher Education|Teacher Assistance|English Language & Literature - General|Child Care Management|Child Care Service|Clinical Laboratory Science|Predentistry|Premedicine|Prenursing|Prepharmacy|Preveterinary Medicine|Prelaw|General Studies|Mathematics - General|Health/Physical Fitness|Sport/Fitness Administration|Chemistry|Psychology - General|Social Sciences - General
Northwest Technical Institute,Minnesota,Suburban setting,120,18950,Architectural Technology|Engineering - General|Mechanical Engineering|Architectural Drafting|Architectural Engineering Technology|Drafting and Design Technology|Engineering Technology - General|Mechanical Drafting|Mechanical Engineering Technology
Iowa Western Community College,Iowa,Suburban setting,7201,4180,Agribusiness Operations|Agricultural Business|Agriculture - General|Spanish/Iberian Studies|Art - General|Music - General|Theatre Arts Management|Biology|Botany|Microbiology|Molecular Biology|Business Administration/Management|Fashion Merchandising|Hotel  Motel  and Restaurant Management|Human Resources Management|Marketing Management|Office Management|Sales and Distribution|Broadcast Journalism|Communication  General|Mass Communications/Media Studies|Radio/Television|Sports Communication|Graphic/Printing Equipment Operation|Computer Programming - General|Computer Science|Computer Support Specialist|Computer/Systems Security|System Administration|Web/Multimedia Design|Construction Trades - General|Education - General|Architectural Engineering Technology|Civil Engineering/Technology|Electrical Engineering Technologies|General Literature|Child Care Management|Institutional Food Production|Sign Language Interpretation|Athletic Training/Sports Medicine|Dental Assistance|Dental Hygiene|Medical Reception|Nursing (RN)|Nursing - Practical|Pre-Occupational Therapy Studies|Pre-Physical Therapy Studies|Premedicine|Prepharmacy|Substance Abuse Counseling|Surgical Technology|Veterinarian Assistance|Paralegal/Legal Assistance|Prelaw|Liberal Arts & Sciences|Mathematics - General|Aircraft Mechanics|Automotive Technology|Diesel Mechanics|Mechanics & Repair - General|Culinary Arts/Related Services|Chemistry|Psychology - General|Human Services|Social Work|Fire Science/Firefighting|Forensic Technologies|Political Science/Government|Social Sciences - General|Sociology
Emporia State University,Kansas,Suburban setting,3846,4952,Art - General|Drama/Theater Arts|Music - General|Biology|Chem/Phys/Molecular Biology|Accounting|Business Administration/Management|Human Resources Management|Marketing Management|Communications/Rhetoric|Computer/Information Sciences - General|Computer/Systems Security|Information Sciences/Systems|Elementary Education|Health Teacher Education|Music Teacher Education|Secondary Education|Speech Teacher Education|English Language & Literature - General|Foreign Language & Literature - General|Athletic Training/Sports Medicine|Nursing (RN)|Public Health Education|Vocational Rehabilitation Counseling|History - General|Liberal Arts & Sciences|Mathematics - General|Parks  Recreation & Fitness - General|Chemistry|Geology|Physical Sciences - General|Physics|Psychology - General|Economics|Political Science/Government|Social Sciences - General|Sociology
Southern Nazarene University,Oklahoma,Suburban setting,1509,19794,American Studies|Graphic Design|Music - General|Visual and Performing Arts - General|Biochemistry|Biology|Accounting|Business - General|Business Administration/Management|Finance/Banking|Marketing Management|Communications/Rhetoric|Journalism|Communications Technologies - General|Computer Networking/Telecommunications|Computer/Information Sciences - General|Early Childhood Education|Education - General|Elementary Education|English Teacher Education|History Teacher Education|Mathematics Education|Music Teacher Education|Physical Education|Reading Teacher Education|Science Teacher Education|Secondary Education|Spanish Language Teacher Education|Speech Teacher Education|English Language & Literature - General|Rhetoric and Composition|Spanish|Athletic Training/Sports Medicine|Clinical/Medical Laboratory Technology|History - General|Prelaw|Liberal Arts & Sciences|Mathematics - General|Behavioral Sciences|Natural Resources & Conservation - General|Exercise Sciences|Philosophy|Religion/Religious Studies|Chemistry|Physics|Psychology - General|Criminal Justice Studies|Political Science/Government|Social Sciences - General|Sociology|Missionary Studies|Religious Education|Religious/Sacred Music|Theology|Aviation Management
Trinity Valley Community College,Texas,Rural setting,6157,1920,Agricultural Business|Farm/Ranch Management|Horticultural Services|Art - General|Drama/Theater Arts|Music - General|Visual and Performing Arts - General|Biology|Accounting|Administrative/Secretarial Services|Business Administration/Management|Information Processing/Data Entry|Real Estate|Communications/Rhetoric|Journalism|Computer Graphics|Computer Programming - General|Computer/Information Sciences - General|Data Processing Technology|Masonry/Tile Setting|Early Childhood Education|Education - General|Elementary Education|Junior High Education|Engineering - General|Polymer/Plastics|Drafting and Design Technology|English Language & Literature - General|Rhetoric and Composition|Child Care Management|Spanish|Emergency Medical Technology|Nursing (RN)|Nursing - Practical|Predentistry|Premedicine|Prenursing|Prepharmacy|Preveterinary Medicine|Surgical Technology|Legal Administrative Assistance|Paralegal/Legal Assistance|Prelaw|Liberal Arts & Sciences|Mathematics - General|Auto Body Repair|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Health/Physical Fitness|Cosmetology|Culinary Arts/Related Services|Chemistry|Physics|Psychology - General|Fire Science/Firefighting|Law Enforcement Administration|Social Sciences - General|Sociology
South University: Savannah,Georgia,Suburban setting,Not set,16035,Accounting|Business Administration/Management|Information Technology|Health Services - General|Health System Administration|Medical Assistance|Nursing (RN)|Physical Therapy Assistance|Law & Legal Studies - General|Paralegal/Legal Assistance|Psychology - General|Law Enforcement Administration
Salvation Army College for Officer Training at Crestmont,California,Suburban setting,Not set,4525,Missionary Studies
Santiago Canyon College,California,Urban setting,19131,1114,Art - General|Commercial/Advertising Art|Crafts/Folk Art/Artisanry|Dance|Fashion Design|Metal/Jewelry Arts|Music - General|Biology|Accounting|Business Administration/Management|Business/Managerial Economics|Marketing Management|Sales/Selling Skills|Travel/Tourism Management|Communications/Rhetoric|Graphic Communications|Photographic/Film Technology|Computer Science|Information Sciences/Systems|Web/Multimedia Design|Carpentry|Electrician|Engineering - General|Drafting and Design Technology|Surveying Technology|English Language & Literature - General|Rhetoric and Composition|Family/Consumer Sciences - General|American Sign Language (ASL)|Foreign Language & Literature - General|French|Italian|Spanish|Medical Assistance|History - General|Paralegal/Legal Assistance|Liberal Arts & Sciences|Library Assistance|Mathematics - General|Automotive Technology|Barbering|Cosmetic Services|Cosmetology|Philosophy|Chemistry|Geology|HydrologyWater Resources|Physics|Psychology - General|Fire Protection/Safety Technology|Anthropology|Economics|Geography|Political Science/Government|Social Sciences - General|Sociology
Divine Word College,Iowa,Rural setting,107,11785,Intercultural/Multicultural/Diversity Studies|Philosophy|Religion/Religious Studies
